slit,targetnum,name,ra,dec,pmra,pmdec,mag,priority,epoch,type,wave_start,wave_end,side
891,10400,SDSSJ112656.37+422159.1,171.73488606,42.3664422,0,0,20.793190002441406,6,2000,TARGET,3118.2536162380297,8508.511777857759,A
596,1076,SDSSJ112647.11+422342.4,171.69631897,42.39513313,0,0,23.26660919189453,6,2000,TARGET,3843.0258101934132,9233.633919659254,A
1154,11090,SDSSJ112647.11+422342.4,171.69631897,42.39513313,0,0,23.26660919189453,6,2000,TARGET,3843.0258101934132,9233.633919659254,A
367,484,SDSSJ112700.01+422053.7,171.75005452,42.34825536,0,0,22.16935920715332,6,2000,TARGET,2741.2769910513703,8131.352704797069,A
925,10489,SDSSJ112700.01+422053.7,171.75005452,42.34825536,0,0,22.16935920715332,6,2000,TARGET,2741.2769910513703,8131.352704797069,A
364,478,SDSSJ112657.92+422100.3,171.74134885,42.35009139,0,0,22.069189071655273,6,2000,TARGET,2843.749304775189,8233.874191549015,A
922,10483,SDSSJ112657.92+422100.3,171.74134885,42.35009139,0,0,22.069189071655273,6,2000,TARGET,2843.749304775189,8233.874191549015,A
425,587,SDSSJ112651.81+422202.5,171.71588427,42.36736332,0,0,23.11794090270996,6,2000,TARGET,3300.813322430549,8691.158773941957,A
983,10592,SDSSJ112651.81+422202.5,171.71588427,42.36736332,0,0,23.11794090270996,6,2000,TARGET,3300.813322430549,8691.158773941957,A
359,472,SDSSJ112652.55+422140.9,171.71899729,42.36136151,0,0,21.16468048095703,6,2000,TARGET,3193.535515288795,8583.82891596538,A
917,10477,SDSSJ112652.55+422140.9,171.71899729,42.36136151,0,0,21.16468048095703,6,2000,TARGET,3193.535515288795,8583.82891596538,A
413,574,SDSSJ112645.60+422255.1,171.69001554,42.38197609,0,0,22.395769119262695,6,2000,TARGET,3725.8507250154757,9116.401062111427,A
971,10579,SDSSJ112645.60+422255.1,171.69001554,42.38197609,0,0,22.395769119262695,6,2000,TARGET,3725.8507250154757,9116.401062111427,A
370,505,SDSSJ112652.59+422118.9,171.71916286,42.35526064,0,0,22.662179946899414,6,2000,TARGET,3111.394411447013,8501.647724055434,A
928,10510,SDSSJ112652.59+422118.9,171.71916286,42.35526064,0,0,22.662179946899414,6,2000,TARGET,3111.394411447013,8501.647724055434,A
688,3205,SDSSJ112639.88+422344.3,171.66617165,42.39564201,0,0,21.96895980834961,6,2000,TARGET,4119.907009499398,9510.647295991794,A
685,3202,SDSSJ112643.49+422247.8,171.68122665,42.37995604,0,0,19.96697998046875,6,2000,TARGET,3778.0929667464984,9168.667889034456,A
679,3180,SDSSJ112636.19+422407.2,171.65081471,42.40200389,0,0,22.649229049682617,6,2000,TARGET,4341.4740685324405,9732.320936062913,A
337,405,SDSSJ112648.88+422118.5,171.70370692,42.3551486,0,0,20.66752052307129,6,2000,TARGET,3248.843672503166,8639.162449833624,A
895,10410,SDSSJ112648.88+422118.5,171.70370692,42.3551486,0,0,20.66752052307129,6,2000,TARGET,3248.843672503166,8639.162449833624,A
354,460,SDSSJ112647.94+422116.2,171.69977285,42.35452569,0,0,21.221439361572266,6,2000,TARGET,3276.010097892995,8666.341701518028,A
912,10465,SDSSJ112647.94+422116.2,171.69977285,42.35452569,0,0,21.221439361572266,6,2000,TARGET,3276.010097892995,8666.341701518028,A
358,471,SDSSJ112653.28+421959.1,171.72201228,42.33308604,0,0,22.563459396362305,6,2000,TARGET,2792.6209650204287,8182.718799795766,A
916,10476,SDSSJ112653.28+421959.1,171.72201228,42.33308604,0,0,22.563459396362305,6,2000,TARGET,2792.6209650204287,8182.718799795766,A
662,3128,SDSSJ112633.12+422351.5,171.63801092,42.39764738,0,0,20.48426055908203,6,2000,TARGET,4399.221370082632,9790.094974301264,A
659,3125,SDSSJ112633.47+422336.1,171.63947689,42.39338413,0,0,21.258529663085938,6,2000,TARGET,4330.016231723401,9720.856151284359,A
677,3178,SDSSJ112636.34+422250.5,171.65144915,42.38072154,0,0,22.623380661010742,6,2000,TARGET,4055.856894463119,9446.564132943811,A
639,2992,SDSSJ112634.04+422307.6,171.64185915,42.38545998,0,0,19.52985954284668,6,2000,TARGET,4204.457737674542,9595.236495163239,A
643,2996,SDSSJ112634.62+422250.3,171.64428028,42.38066217,0,0,18.858970642089844,6,2000,TARGET,4119.616723753424,9510.354250877395,A
646,3009,SDSSJ112632.74+422301.2,171.63644986,42.38367037,0,0,24.281139373779297,6,2000,TARGET,4229.661571020343,9620.45195643375,A
637,2989,SDSSJ112625.40+422417.8,171.60586312,42.40497203,0,0,22.755420684814453,6,2000,TARGET,4784.716406674491,10175.77458903491,A
648,3102,SDSSJ112623.73+422427.6,171.59887583,42.40767858,0,0,20.39105987548828,6,2000,TARGET,4883.161906214205,10274.267367709974,A
644,12956,SDSSJ112708.91+423720.0,171.78713865,42.62223669,0,0,22.938329696655273,6,2000,TARGET,4980.471226970275,10371.623921883911,B
651,12979,SDSSJ112707.04+423730.3,171.77935895,42.62510638,0,0,21.43963050842285,6,2000,TARGET,4873.092418571846,10264.193558665638,B
588,12764,SDSSJ112652.35+424017.1,171.71815467,42.67144179,0,0,22.004899978637695,6,2000,TARGET,3715.6643597817897,9106.206699986493,B
530,12644,SDSSJ112645.40+424129.3,171.68920534,42.6914758,0,0,24.644250869750977,6,2000,TARGET,3192.2830870719818,8582.572904122258,B
561,12713,SDSSJ112640.10+424223.0,171.66711234,42.70640543,0,0,22.12017059326172,6,2000,TARGET,2797.179906958145,8187.27911986167,B
597,12804,SDSSJ112702.21+423742.2,171.75923264,42.62840731,0,0,20.273269653320312,6,2000,TARGET,4649.553193188801,10040.547485938403,B
539,12670,SDSSJ112647.12+424034.7,171.69636078,42.67631121,0,0,18.692110061645508,6,2000,TARGET,3456.3161028618797,8846.734253564238,B
600,12807,SDSSJ112703.61+423701.0,171.76505035,42.6169479,0,0,23.23969078063965,6,2000,TARGET,4852.273989995955,10243.366758301643,B
620,12887,SDSSJ112659.45+423739.7,171.74774214,42.62770182,0,0,21.916589736938477,6,2000,TARGET,4556.077682887333,9947.027635042487,B
580,12753,SDSSJ112650.80+423915.3,171.71170196,42.65425411,0,0,21.86408042907715,6,2000,TARGET,3884.273446083778,9274.899089658698,B
570,12725,SDSSJ112645.43+424010.0,171.6893326,42.6694648,0,0,22.75050926208496,6,2000,TARGET,3483.6972536530957,8874.129619252612,B
579,12749,SDSSJ112650.28+423900.8,171.70951583,42.65024075,0,0,21.936220169067383,6,2000,TARGET,3917.6179339473515,9308.260122342592,B
576,12741,SDSSJ112649.65+423852.4,171.70689766,42.64789743,0,0,18.850759506225586,6,2000,TARGET,3925.1106616457514,9315.75679562449,B
418,11384,SDSSJ112656.15+423721.4,171.73398779,42.62263768,0,0,22.026229858398438,6,2000,TARGET,4499.882321741811,9890.806335342606,B
616,12876,SDSSJ112650.51+423816.4,171.71048387,42.63791384,0,0,22.259620666503906,6,2000,TARGET,4088.755269848107,9479.480949388992,B
471,11468,SDSSJ112656.45+423653.2,171.73521777,42.61480081,0,0,23.775239944458008,6,2000,TARGET,4614.10088796015,10005.08054393592,B
615,12875,SDSSJ112649.14+423812.1,171.70476881,42.63671402,0,0,22.141769409179688,6,2000,TARGET,4053.568187884414,9444.277260136329,B
415,11380,SDSSJ112652.45+423720.5,171.71858086,42.62236289,0,0,20.794700622558594,6,2000,TARGET,4366.033691240952,9756.893905061199,B
606,12859,SDSSJ112636.95+424019.2,171.65399686,42.67200509,0,0,21.21162986755371,6,2000,TARGET,3134.28916956931,8524.554550428697,B
451,11440,SDSSJ112647.93+423754.2,171.6997254,42.63174491,0,0,21.95669937133789,6,2000,TARGET,4074.1367107312963,9464.856290233343,B
472,11473,SDSSJ112655.92+423606.0,171.73300226,42.60167146,0,0,24.92108917236328,6,2000,TARGET,4767.397282220895,10158.451929826299,B
273,5857,SDSSJ112631.60+424052.7,171.63169735,42.68131784,0,0,22.02927017211914,6,2000,TARGET,2811.85279709674,8201.962947717135,B
974,16039,SDSSJ112631.60+424052.7,171.63169735,42.68131784,0,0,22.02927017211914,6,2000,TARGET,2811.85279709674,8201.962947717135,B
553,12699,SDSSJ112637.95+423923.9,171.65814717,42.65665827,0,0,21.650190353393555,6,2000,TARGET,3374.2515213247207,8764.633529945693,B
299,5899,SDSSJ112631.34+424031.9,171.63059432,42.67554606,0,0,21.583890914916992,6,2000,TARGET,2878.4278813125293,8268.57056696536,B
1000,16081,SDSSJ112631.34+424031.9,171.63059432,42.67554606,0,0,21.583890914916992,6,2000,TARGET,2878.4278813125293,8268.57056696536,B
369,11333,SDSSJ112655.44+423526.9,171.73103777,42.59081677,0,0,20.29998016357422,6,2000,TARGET,4893.068968690505,10284.18502173451,B
360,11324,SDSSJ112637.25+423856.1,171.65524632,42.64893277,0,0,19.31464958190918,6,2000,TARGET,3450.552837258047,8840.972245962832,B
365,11329,SDSSJ112650.99+423553.3,171.71246007,42.59814379,0,0,21.369600296020508,6,2000,TARGET,4631.070267342461,10022.060155991561,B
364,11328,SDSSJ112644.87+423656.8,171.68696454,42.61579918,0,0,19.189729690551758,6,2000,TARGET,4171.045125764703,9561.812941757651,B
286,5874,SDSSJ112634.56+423852.1,171.64403987,42.64782343,0,0,19.739730834960938,6,2000,TARGET,3365.378111059099,8755.756871046264,B
987,16056,SDSSJ112634.56+423852.1,171.64403987,42.64782343,0,0,19.739730834960938,6,2000,TARGET,3365.378111059099,8755.756871046264,B
362,11326,SDSSJ112643.59+423647.9,171.68165155,42.61330601,0,0,17.029909133911133,6,2000,TARGET,4156.739471607589,9547.500688735863,B
363,11327,SDSSJ112643.35+423634.8,171.68062901,42.60968436,0,0,21.493370056152344,6,2000,TARGET,4195.533921780236,9586.314070236996,B
226,5752,SDSSJ112624.09+424018.6,171.60040755,42.67184163,0,0,21.831640243530273,6,2000,TARGET,2658.192104608076,8048.229738692753,B
926,15932,SDSSJ112624.09+424018.6,171.60040755,42.67184163,0,0,21.831640243530273,6,2000,TARGET,2658.192104608076,8048.229738692753,B
263,5837,SDSSJ112631.72+423835.1,171.63217932,42.64308905,0,0,23.34453010559082,6,2000,TARGET,3322.4767601972,8712.835405327074,B
964,16019,SDSSJ112631.72+423835.1,171.63217932,42.64308905,0,0,23.34453010559082,6,2000,TARGET,3322.4767601972,8712.835405327074,B
424,11413,SDSSJ112637.15+423718.5,171.65480307,42.62181853,0,0,21.309049606323242,6,2000,TARGET,3805.412423468055,9196.00446840669,B
