Spectrum #,Spectrum ID,Neel,Sarayu,Reagen,Brenda,ra,dec,slit,i_mag,targetnum,name,side
117.0,slitA117_SDSSJ112656.37+422159.1t100909.fits,,?,?,,171.734886,42.366442,891,20.793190002441406,10400,SDSSJ112656.37+422159.1,A
118.0,slitA118_SDSSJ112647.11+422342.4t100910.fits,re-try,0.6595,?,,171.696319,42.395133,596,23.26660919189453,1076,SDSSJ112647.11+422342.4,A
118.0,slitA118_SDSSJ112647.11+422342.4t100910.fits,re-try,0.6595,?,,171.696319,42.395133,1154,23.26660919189453,11090,SDSSJ112647.11+422342.4,A
119.0,slitA119_SDSSJ112647.11+422342.4t100911.fits,similar to before,0.6595,?,,171.696319,42.395133,596,23.26660919189453,1076,SDSSJ112647.11+422342.4,A
119.0,slitA119_SDSSJ112647.11+422342.4t100911.fits,similar to before,0.6595,?,,171.696319,42.395133,1154,23.26660919189453,11090,SDSSJ112647.11+422342.4,A
120.0,slitA120_SDSSJ112700.01+422053.7t100912.fits,,?,0.312,,171.750055,42.348255,367,22.16935920715332,484,SDSSJ112700.01+422053.7,A
120.0,slitA120_SDSSJ112700.01+422053.7t100912.fits,,?,0.312,,171.750055,42.348255,925,22.16935920715332,10489,SDSSJ112700.01+422053.7,A
121.0,slitA121_SDSSJ112700.01+422053.7t100913.fits,?,0.297?,0.312?,,171.750055,42.348255,367,22.16935920715332,484,SDSSJ112700.01+422053.7,A
121.0,slitA121_SDSSJ112700.01+422053.7t100913.fits,?,0.297?,0.312?,,171.750055,42.348255,925,22.16935920715332,10489,SDSSJ112700.01+422053.7,A
122.0,slitA122_SDSSJ112657.92+422100.3t100914.fits,,?,?,,171.741349,42.350091,364,22.069189071655273,478,SDSSJ112657.92+422100.3,A
122.0,slitA122_SDSSJ112657.92+422100.3t100914.fits,,?,?,,171.741349,42.350091,922,22.069189071655273,10483,SDSSJ112657.92+422100.3,A
123.0,slitA123_SDSSJ112657.92+422100.3t100915.fits,,?,?,,171.741349,42.350091,364,22.069189071655273,478,SDSSJ112657.92+422100.3,A
123.0,slitA123_SDSSJ112657.92+422100.3t100915.fits,,?,?,,171.741349,42.350091,922,22.069189071655273,10483,SDSSJ112657.92+422100.3,A
124.0,slitA124_SDSSJ112651.81+422202.5t100916.fits,show,0.573?,?,,171.715884,42.367363,425,23.11794090270996,587,SDSSJ112651.81+422202.5,A
124.0,slitA124_SDSSJ112651.81+422202.5t100916.fits,show,0.573?,?,,171.715884,42.367363,983,23.11794090270996,10592,SDSSJ112651.81+422202.5,A
125.0,slitA125_SDSSJ112651.81+422202.5t100917.fits,similar to before,0.573?,0.573?,,171.715884,42.367363,425,23.11794090270996,587,SDSSJ112651.81+422202.5,A
125.0,slitA125_SDSSJ112651.81+422202.5t100917.fits,similar to before,0.573?,0.573?,,171.715884,42.367363,983,23.11794090270996,10592,SDSSJ112651.81+422202.5,A
126.0,slitA126_SDSSJ112652.55+422140.9t100918.fits,show,0.411,0.41,,171.718997,42.361362,359,21.16468048095703,472,SDSSJ112652.55+422140.9,A
126.0,slitA126_SDSSJ112652.55+422140.9t100918.fits,show,0.411,0.41,,171.718997,42.361362,917,21.16468048095703,10477,SDSSJ112652.55+422140.9,A
127.0,slitA127_SDSSJ112652.55+422140.9t100919.fits,similar to before,0.411,0.41,,171.718997,42.361362,359,21.16468048095703,472,SDSSJ112652.55+422140.9,A
127.0,slitA127_SDSSJ112652.55+422140.9t100919.fits,similar to before,0.411,0.41,,171.718997,42.361362,917,21.16468048095703,10477,SDSSJ112652.55+422140.9,A
128.0,slitA128_SDSSJ112645.60+422255.1t100920.fits,,?,?,,171.690016,42.381976,413,22.395769119262695,574,SDSSJ112645.60+422255.1,A
128.0,slitA128_SDSSJ112645.60+422255.1t100920.fits,,?,?,,171.690016,42.381976,971,22.395769119262695,10579,SDSSJ112645.60+422255.1,A
129.0,slitA129_SDSSJ112645.60+422255.1t100921.fits,,?,?,,171.690016,42.381976,413,22.395769119262695,574,SDSSJ112645.60+422255.1,A
129.0,slitA129_SDSSJ112645.60+422255.1t100921.fits,,?,?,,171.690016,42.381976,971,22.395769119262695,10579,SDSSJ112645.60+422255.1,A
130.0,slitA130_SDSSJ112652.59+422118.9t100922.fits,,?,?,,171.719163,42.355261,370,22.662179946899418,505,SDSSJ112652.59+422118.9,A
130.0,slitA130_SDSSJ112652.59+422118.9t100922.fits,,?,?,,171.719163,42.355261,928,22.662179946899418,10510,SDSSJ112652.59+422118.9,A
131.0,slitA131_SDSSJ112652.59+422118.9t100923.fits,,?,?,,171.719163,42.355261,370,22.662179946899418,505,SDSSJ112652.59+422118.9,A
131.0,slitA131_SDSSJ112652.59+422118.9t100923.fits,,?,?,,171.719163,42.355261,928,22.662179946899418,10510,SDSSJ112652.59+422118.9,A
132.0,slitA132_SDSSJ112639.88+422344.3t100924.fits,show,0.1997,0.1995,,171.666172,42.395642,688,21.96895980834961,3205,SDSSJ112639.88+422344.3,A
133.0,slitA133_SDSSJ112643.49+422247.8t100925.fits,,?,?,,171.681227,42.379956,685,19.96697998046875,3202,SDSSJ112643.49+422247.8,A
134.0,slitA134_SDSSJ112636.19+422407.2t100926.fits,,?,?,,171.650815,42.402004,679,22.649229049682617,3180,SDSSJ112636.19+422407.2,A
135.0,slitA135_SDSSJ112648.88+422118.5t100927.fits,show,0.4121,0.412,,171.703707,42.355149,337,20.66752052307129,405,SDSSJ112648.88+422118.5,A
135.0,slitA135_SDSSJ112648.88+422118.5t100927.fits,show,0.4121,0.412,,171.703707,42.355149,895,20.66752052307129,10410,SDSSJ112648.88+422118.5,A
136.0,slitA136_SDSSJ112648.88+422118.5t100928.fits,similar to before,0.4121,0.412,,171.703707,42.355149,337,20.66752052307129,405,SDSSJ112648.88+422118.5,A
136.0,slitA136_SDSSJ112648.88+422118.5t100928.fits,similar to before,0.4121,0.412,,171.703707,42.355149,895,20.66752052307129,10410,SDSSJ112648.88+422118.5,A
137.0,slitA137_SDSSJ112647.94+422116.2t100929.fits,show,0.409,0.409,,171.699773,42.354526,354,21.221439361572266,460,SDSSJ112647.94+422116.2,A
137.0,slitA137_SDSSJ112647.94+422116.2t100929.fits,show,0.409,0.409,,171.699773,42.354526,912,21.221439361572266,10465,SDSSJ112647.94+422116.2,A
138.0,slitA138_SDSSJ112647.94+422116.2t100930.fits,similar to before,0.4096,0.409,,171.699773,42.354526,354,21.221439361572266,460,SDSSJ112647.94+422116.2,A
138.0,slitA138_SDSSJ112647.94+422116.2t100930.fits,similar to before,0.4096,0.409,,171.699773,42.354526,912,21.221439361572266,10465,SDSSJ112647.94+422116.2,A
139.0,slitA139_SDSSJ112653.28+421959.1t100931.fits,show,0.6825,0.682,,171.722012,42.333086,358,22.563459396362305,471,SDSSJ112653.28+421959.1,A
139.0,slitA139_SDSSJ112653.28+421959.1t100931.fits,show,0.6825,0.682,,171.722012,42.333086,916,22.563459396362305,10476,SDSSJ112653.28+421959.1,A
140.0,slitA140_SDSSJ112653.28+421959.1t100932.fits,similar to before,0.6825,0.6825,,171.722012,42.333086,358,22.563459396362305,471,SDSSJ112653.28+421959.1,A
140.0,slitA140_SDSSJ112653.28+421959.1t100932.fits,similar to before,0.6825,0.6825,,171.722012,42.333086,916,22.563459396362305,10476,SDSSJ112653.28+421959.1,A
141.0,slitA141_SDSSJ112633.12+422351.5t100933.fits,show,0.28,0.28,,171.638011,42.397647,662,20.48426055908203,3128,SDSSJ112633.12+422351.5,A
142.0,slitA142_SDSSJ112633.47+422336.1t100934.fits,,?,?,,171.639477,42.393384,659,21.258529663085938,3125,SDSSJ112633.47+422336.1,A
143.0,slitA143_SDSSJ112636.34+422250.5t100935.fits,,?,?,,171.651449,42.380722,677,22.623380661010746,3178,SDSSJ112636.34+422250.5,A
144.0,slitA144_SDSSJ112634.04+422307.6t100936.fits,,?,?,,171.641859,42.38546,639,19.52985954284668,2992,SDSSJ112634.04+422307.6,A
145.0,slitA145_SDSSJ112634.62+422250.3t100937.fits,show,0.1932,0.194,,171.64428,42.380662,643,18.858970642089844,2996,SDSSJ112634.62+422250.3,A
146.0,slitA146_SDSSJ112632.74+422301.2t100938.fits,show,0.3236,?,,171.63645,42.38367,646,24.281139373779297,3009,SDSSJ112632.74+422301.2,A
147.0,slitA147_SDSSJ112625.40+422417.8t100939.fits,show,0.3495,0.349,,171.605863,42.404972,637,22.755420684814453,2989,SDSSJ112625.40+422417.8,A
148.0,slitA148_SDSSJ112623.73+422427.6t100940.fits,,0.349,0.349,,171.598876,42.407679,648,20.39105987548828,3102,SDSSJ112623.73+422427.6,A
149.0,slitB001_SDSSJ112708.91+423720.0t100941,,?,?,,171.787139,42.622237,644,22.938329696655273,12956,SDSSJ112708.91+423720.0,B
150.0,slitB002_SDSSJ112707.04+423730.3t100942,,,?,,171.779359,42.625106,651,21.43963050842285,12979,SDSSJ112707.04+423730.3,B
151.0,slitB003_SDSSJ112652.35+424017.1t100943,,,?,,171.718155,42.671442,588,22.004899978637695,12764,SDSSJ112652.35+424017.1,B
152.0,slitB004_SDSSJ112645.40+424129.3t100944,,,?,,171.689205,42.691476,530,24.644250869750977,12644,SDSSJ112645.40+424129.3,B
153.0,slitB005_SDSSJ112640.10+424223.0t100945,,,?,,171.667112,42.706405,561,22.12017059326172,12713,SDSSJ112640.10+424223.0,B
154.0,slitB006_SDSSJ112702.21+423742.2t100946,,,?,,171.759233,42.628407,597,20.273269653320312,12804,SDSSJ112702.21+423742.2,B
155.0,slitB007_SDSSJ112647.12+424034.7t100947,0.2517,,0.25,,171.696361,42.676311,539,18.692110061645508,12670,SDSSJ112647.12+424034.7,B
156.0,slitB008_SDSSJ112703.61+423701.0t100948,,,?,,171.76505,42.616948,600,23.23969078063965,12807,SDSSJ112703.61+423701.0,B
157.0,slitB009_SDSSJ112659.45+423739.7t100949,,,?,,171.747742,42.627702,620,21.916589736938477,12887,SDSSJ112659.45+423739.7,B
158.0,slitB010_SDSSJ112650.80+423915.3t100950,,,?,,171.711702,42.654254,580,21.86408042907715,12753,SDSSJ112650.80+423915.3,B
159.0,slitB011_SDSSJ112645.43+424010.0t100951,,,?,,171.689333,42.669465,570,22.75050926208496,12725,SDSSJ112645.43+424010.0,B
160.0,slitB012_SDSSJ112650.28+423900.8t100952,,,?,,171.709516,42.650241,579,21.936220169067383,12749,SDSSJ112650.28+423900.8,B
161.0,slitB013_SDSSJ112649.65+423852.4t100953,,,?,,171.706898,42.647897,576,18.850759506225582,12741,SDSSJ112649.65+423852.4,B
162.0,slitB014_SDSSJ112656.15+423721.4t100954,?,,0.185,,171.733988,42.622638,418,22.02622985839844,11384,SDSSJ112656.15+423721.4,B
163.0,slitB015_SDSSJ112650.51+423816.4t100955,,,?,,171.710484,42.637914,616,22.259620666503903,12876,SDSSJ112650.51+423816.4,B
164.0,slitB016_SDSSJ112656.45+423653.2t100956,,,?,,171.735218,42.614801,471,23.775239944458008,11468,SDSSJ112656.45+423653.2,B
165.0,slitB017_SDSSJ112649.14+423812.1t100957,,,?,,171.704769,42.636714,615,22.141769409179688,12875,SDSSJ112649.14+423812.1,B
166.0,slitB018_SDSSJ112652.45+423720.5t100958,,,?,,171.718581,42.622363,415,20.794700622558594,11380,SDSSJ112652.45+423720.5,B
167.0,slitB019_SDSSJ112636.95+424019.2t100959,,,?,,171.653997,42.672005,606,21.21162986755371,12859,SDSSJ112636.95+424019.2,B
168.0,slitB020_SDSSJ112647.93+423754.2t100960,,,?,,171.699725,42.631745,451,21.95669937133789,11440,SDSSJ112647.93+423754.2,B
169.0,slitB021_SDSSJ112655.92+423606.0t100961,,,?,,171.733002,42.601671,472,24.92108917236328,11473,SDSSJ112655.92+423606.0,B
170.0,slitB022_SDSSJ112631.60+424052.7t100962,0.275,,0.274,,171.631697,42.681318,273,22.02927017211914,5857,SDSSJ112631.60+424052.7,B
170.0,slitB022_SDSSJ112631.60+424052.7t100962,0.275,,0.274,,171.631697,42.681318,974,22.02927017211914,16039,SDSSJ112631.60+424052.7,B
171.0,slitB023_SDSSJ112631.60+424052.7t100963,0.275,,0.274,,171.631697,42.681318,273,22.02927017211914,5857,SDSSJ112631.60+424052.7,B
171.0,slitB023_SDSSJ112631.60+424052.7t100963,0.275,,0.274,,171.631697,42.681318,974,22.02927017211914,16039,SDSSJ112631.60+424052.7,B
172.0,slitB024_SDSSJ112637.95+423923.9t100964,0.168,,0.147,,171.658147,42.656658,553,21.650190353393555,12699,SDSSJ112637.95+423923.9,B
173.0,slitB025_SDSSJ112631.34+424031.9t100965,,,?,,171.630594,42.675546,299,21.583890914916992,5899,SDSSJ112631.34+424031.9,B
173.0,slitB025_SDSSJ112631.34+424031.9t100965,,,?,,171.630594,42.675546,1000,21.583890914916992,16081,SDSSJ112631.34+424031.9,B
174.0,slitB026_SDSSJ112631.34+424031.9t100966,,,?,,171.630594,42.675546,299,21.583890914916992,5899,SDSSJ112631.34+424031.9,B
174.0,slitB026_SDSSJ112631.34+424031.9t100966,,,?,,171.630594,42.675546,1000,21.583890914916992,16081,SDSSJ112631.34+424031.9,B
175.0,slitB027_SDSSJ112655.44+423526.9t100967,,,?,,171.731038,42.590817,369,20.29998016357422,11333,SDSSJ112655.44+423526.9,B
176.0,slitB028_SDSSJ112637.25+423856.1t100968,,,?,,171.655246,42.648933,360,19.31464958190918,11324,SDSSJ112637.25+423856.1,B
177.0,slitB029_SDSSJ112650.99+423553.3t100969,,,?,,171.71246,42.598144,365,21.369600296020508,11329,SDSSJ112650.99+423553.3,B
178.0,slitB030_SDSSJ112644.87+423656.8t100970,,,?,,171.686965,42.615799,364,19.18972969055176,11328,SDSSJ112644.87+423656.8,B
179.0,slitB031_SDSSJ112634.56+423852.1t100971,0.2785,,0.2785,,171.64404,42.647823,286,19.739730834960938,5874,SDSSJ112634.56+423852.1,B
179.0,slitB031_SDSSJ112634.56+423852.1t100971,0.2785,,0.2785,,171.64404,42.647823,987,19.739730834960938,16056,SDSSJ112634.56+423852.1,B
180.0,slitB032_SDSSJ112634.56+423852.1t100972,0.2784,,0.278,,171.64404,42.647823,286,19.739730834960938,5874,SDSSJ112634.56+423852.1,B
180.0,slitB032_SDSSJ112634.56+423852.1t100972,0.2784,,0.278,,171.64404,42.647823,987,19.739730834960938,16056,SDSSJ112634.56+423852.1,B
181.0,slitB033_SDSSJ112643.59+423647.9t100973,?,,?,,171.681652,42.613306,362,17.029909133911133,11326,SDSSJ112643.59+423647.9,B
182.0,slitB034_SDSSJ112643.35+423634.8t100974,?,,0.1141,,171.680629,42.609684,363,21.493370056152344,11327,SDSSJ112643.35+423634.8,B
183.0,slitB035_SDSSJ112624.09+424018.6t100975,?,,?,,171.600408,42.671842,226,21.831640243530273,5752,SDSSJ112624.09+424018.6,B
183.0,slitB035_SDSSJ112624.09+424018.6t100975,?,,?,,171.600408,42.671842,926,21.831640243530273,15932,SDSSJ112624.09+424018.6,B
184.0,slitB036_SDSSJ112624.09+424018.6t100976,?,,?,,171.600408,42.671842,226,21.831640243530273,5752,SDSSJ112624.09+424018.6,B
184.0,slitB036_SDSSJ112624.09+424018.6t100976,?,,?,,171.600408,42.671842,926,21.831640243530273,15932,SDSSJ112624.09+424018.6,B
185.0,slitB037_SDSSJ112631.72+423835.1t100977,?,,?,,171.632179,42.643089,263,23.34453010559082,5837,SDSSJ112631.72+423835.1,B
185.0,slitB037_SDSSJ112631.72+423835.1t100977,?,,?,,171.632179,42.643089,964,23.34453010559082,16019,SDSSJ112631.72+423835.1,B
186.0,slitB038_SDSSJ112631.72+423835.1t100978,?,,?,,171.632179,42.643089,263,23.34453010559082,5837,SDSSJ112631.72+423835.1,B
186.0,slitB038_SDSSJ112631.72+423835.1t100978,?,,?,,171.632179,42.643089,964,23.34453010559082,16019,SDSSJ112631.72+423835.1,B
187.0,slitB039_SDSSJ112637.15+423718.5t100979,?,,?,,171.654803,42.621819,424,21.30904960632324,11413,SDSSJ112637.15+423718.5,B
188.0,slitB040_SDSSJ112631.79+423809.3t100980,?,,?,,171.632494,42.635939,260,19.34044075012207,5834,SDSSJ112631.79+423809.3,B
188.0,slitB040_SDSSJ112631.79+423809.3t100980,?,,?,,171.632494,42.635939,961,19.34044075012207,16016,SDSSJ112631.79+423809.3,B
189.0,slitB041_SDSSJ112631.79+423809.3t100981,?,,?,,171.632494,42.635939,260,19.34044075012207,5834,SDSSJ112631.79+423809.3,B
189.0,slitB041_SDSSJ112631.79+423809.3t100981,?,,?,,171.632494,42.635939,961,19.34044075012207,16016,SDSSJ112631.79+423809.3,B
190.0,slitB042_SDSSJ112635.64+423711.9t100982,?,,?,,171.648506,42.62,284,23.856300354003903,5871,SDSSJ112635.64+423711.9,B
190.0,slitB042_SDSSJ112635.64+423711.9t100982,?,,?,,171.648506,42.62,985,23.856300354003903,16053,SDSSJ112635.64+423711.9,B
191.0,slitB043_SDSSJ112635.64+423711.9t100983,?,,?,,171.648506,42.62,284,23.856300354003903,5871,SDSSJ112635.64+423711.9,B
191.0,slitB043_SDSSJ112635.64+423711.9t100983,?,,?,,171.648506,42.62,985,23.856300354003903,16053,SDSSJ112635.64+423711.9,B
192.0,slitB044_SDSSJ112626.95+423845.8t100984,?,,?,,171.612296,42.646067,149,20.212549209594727,5555,SDSSJ112626.95+423845.8,B
192.0,slitB044_SDSSJ112626.95+423845.8t100984,?,,?,,171.612296,42.646067,849,20.212549209594727,15734,SDSSJ112626.95+423845.8,B
193.0,slitB045_SDSSJ112626.95+423845.8t100985,0.213?,,0.213,,171.612296,42.646067,149,20.212549209594727,5555,SDSSJ112626.95+423845.8,B
193.0,slitB045_SDSSJ112626.95+423845.8t100985,0.213?,,0.213,,171.612296,42.646067,849,20.212549209594727,15734,SDSSJ112626.95+423845.8,B
194.0,slitB046_SDSSJ112641.98+423531.0t100986,?,,?,,171.674934,42.591958,463,23.15744972229004,11460,SDSSJ112641.98+423531.0,B
195.0,slitB047_SDSSJ112626.45+423830.1t100987,0,,0,,171.610228,42.641707,61,20.086170196533203,5288,SDSSJ112626.45+423830.1,B
195.0,slitB047_SDSSJ112626.45+423830.1t100987,0,,0,,171.610228,42.641707,761,20.086170196533203,15467,SDSSJ112626.45+423830.1,B
196.0,slitB048_SDSSJ112626.45+423830.1t100988,0,,0,,171.610228,42.641707,61,20.086170196533203,5288,SDSSJ112626.45+423830.1,B
196.0,slitB048_SDSSJ112626.45+423830.1t100988,0,,0,,171.610228,42.641707,761,20.086170196533203,15467,SDSSJ112626.45+423830.1,B
197.0,slitB049_SDSSJ112635.06+423633.6t100989,?,,?,,171.646106,42.609342,304,21.955169677734375,5904,SDSSJ112635.06+423633.6,B
197.0,slitB049_SDSSJ112635.06+423633.6t100989,?,,?,,171.646106,42.609342,1005,21.955169677734375,16086,SDSSJ112635.06+423633.6,B
198.0,slitB050_SDSSJ112635.06+423633.6t100990,?,,?,,171.646106,42.609342,304,21.955169677734375,5904,SDSSJ112635.06+423633.6,B
198.0,slitB050_SDSSJ112635.06+423633.6t100990,?,,?,,171.646106,42.609342,1005,21.955169677734375,16086,SDSSJ112635.06+423633.6,B
199.0,slitB051_SDSSJ112636.00+423611.4t100991,?,,?,,171.650003,42.603173,307,22.564170837402344,5910,SDSSJ112636.00+423611.4,B
199.0,slitB051_SDSSJ112636.00+423611.4t100991,?,,?,,171.650003,42.603173,1008,22.564170837402344,16092,SDSSJ112636.00+423611.4,B
200.0,slitB052_SDSSJ112636.00+423611.4t100992,?,,?,,171.650003,42.603173,307,22.564170837402344,5910,SDSSJ112636.00+423611.4,B
200.0,slitB052_SDSSJ112636.00+423611.4t100992,?,,?,,171.650003,42.603173,1008,22.564170837402344,16092,SDSSJ112636.00+423611.4,B
201.0,slitB053_SDSSJ112630.52+423708.2t100993,?,,?,,171.627181,42.618961,248,21.79361915588379,5810,SDSSJ112630.52+423708.2,B
201.0,slitB053_SDSSJ112630.52+423708.2t100993,?,,?,,171.627181,42.618961,949,21.79361915588379,15992,SDSSJ112630.52+423708.2,B
202.0,slitB054_SDSSJ112630.52+423708.2t100994,?,,?,,171.627181,42.618961,248,21.79361915588379,5810,SDSSJ112630.52+423708.2,B
202.0,slitB054_SDSSJ112630.52+423708.2t100994,?,,?,,171.627181,42.618961,949,21.79361915588379,15992,SDSSJ112630.52+423708.2,B
203.0,slitB055_SDSSJ112628.85+423717.6t100995,?,,?,,171.62024,42.621583,151,20.76972007751465,5557,SDSSJ112628.85+423717.6,B
203.0,slitB055_SDSSJ112628.85+423717.6t100995,?,,?,,171.62024,42.621583,851,20.76972007751465,15736,SDSSJ112628.85+423717.6,B
204.0,slitB056_SDSSJ112628.85+423717.6t100996,?,,?,,171.62024,42.621583,151,20.76972007751465,5557,SDSSJ112628.85+423717.6,B
204.0,slitB056_SDSSJ112628.85+423717.6t100996,?,,?,,171.62024,42.621583,851,20.76972007751465,15736,SDSSJ112628.85+423717.6,B
205.0,slitB057_SDSSJ112622.23+423828.3t100997,?,,?,,171.592629,42.6412,130,22.34370994567871,5522,SDSSJ112622.23+423828.3,B
205.0,slitB057_SDSSJ112622.23+423828.3t100997,?,,?,,171.592629,42.6412,830,22.34370994567871,15701,SDSSJ112622.23+423828.3,B
206.0,slitB058_SDSSJ112622.23+423828.3t100998,?,,?,,171.592629,42.6412,130,22.34370994567871,5522,SDSSJ112622.23+423828.3,B
206.0,slitB058_SDSSJ112622.23+423828.3t100998,?,,?,,171.592629,42.6412,830,22.34370994567871,15701,SDSSJ112622.23+423828.3,B
207.0,slitB059_SDSSJ112623.31+423802.8t100999,?,,?,,171.597134,42.634121,185,21.498010635375977,5656,SDSSJ112623.31+423802.8,B
207.0,slitB059_SDSSJ112623.31+423802.8t100999,?,,?,,171.597134,42.634121,885,21.498010635375977,15835,SDSSJ112623.31+423802.8,B
208.0,slitB060_SDSSJ112623.31+423802.8t101000,?,,?,,171.597134,42.634121,185,21.498010635375977,5656,SDSSJ112623.31+423802.8,B
208.0,slitB060_SDSSJ112623.31+423802.8t101000,?,,?,,171.597134,42.634121,885,21.498010635375977,15835,SDSSJ112623.31+423802.8,B
209.0,slitB061_SDSSJ112639.72+423429.2t101001,?,,?,,171.665532,42.57478,425,22.54871940612793,11414,SDSSJ112639.72+423429.2,B
210.0,slitB062_SDSSJ112636.69+423455.4t101002,?,,?,,171.652916,42.582059,6,21.968889236450195,1420,SDSSJ112636.69+423455.4,B
211.0,slitB063_SDSSJ112626.10+423653.2t101003,?,,?,,171.608765,42.614804,142,21.491939544677734,5541,SDSSJ112626.10+423653.2,B
211.0,slitB063_SDSSJ112626.10+423653.2t101003,?,,?,,171.608765,42.614804,842,21.491939544677734,15720,SDSSJ112626.10+423653.2,B
212.0,slitB064_SDSSJ112626.10+423653.2t101004,?,,?,,171.608765,42.614804,142,21.491939544677734,5541,SDSSJ112626.10+423653.2,B
212.0,slitB064_SDSSJ112626.10+423653.2t101004,?,,?,,171.608765,42.614804,842,21.491939544677734,15720,SDSSJ112626.10+423653.2,B
213.0,slitB065_SDSSJ112632.18+423525.9t101005,?,,?,,171.63409,42.590532,249,23.567079544067383,5811,SDSSJ112632.18+423525.9,B
213.0,slitB065_SDSSJ112632.18+423525.9t101005,?,,?,,171.63409,42.590532,950,23.567079544067383,15993,SDSSJ112632.18+423525.9,B
214.0,slitB066_SDSSJ112632.18+423525.9t101006,?,,?,,171.63409,42.590532,249,23.567079544067383,5811,SDSSJ112632.18+423525.9,B
214.0,slitB066_SDSSJ112632.18+423525.9t101006,?,,?,,171.63409,42.590532,950,23.567079544067383,15993,SDSSJ112632.18+423525.9,B
215.0,slitB067_SDSSJ112616.13+423828.4t101007,?,,?,,171.567246,42.641232,108,22.28045082092285,5486,SDSSJ112616.13+423828.4,B
215.0,slitB067_SDSSJ112616.13+423828.4t101007,?,,?,,171.567246,42.641232,808,22.28045082092285,15665,SDSSJ112616.13+423828.4,B
216.0,slitB068_SDSSJ112616.13+423828.4t101008,?,,?,,171.567246,42.641232,108,22.28045082092285,5486,SDSSJ112616.13+423828.4,B
216.0,slitB068_SDSSJ112616.13+423828.4t101008,?,,?,,171.567246,42.641232,808,22.28045082092285,15665,SDSSJ112616.13+423828.4,B
217.0,slitB069_SDSSJ112619.89+423731.1t101009,?,,?,,171.582905,42.625328,231,24.3533992767334,5772,SDSSJ112619.89+423731.1,B
217.0,slitB069_SDSSJ112619.89+423731.1t101009,?,,?,,171.582905,42.625328,931,24.3533992767334,15952,SDSSJ112619.89+423731.1,B
218.0,slitB070_SDSSJ112619.89+423731.1t101010,?,,?,,171.582905,42.625328,231,24.3533992767334,5772,SDSSJ112619.89+423731.1,B
218.0,slitB070_SDSSJ112619.89+423731.1t101010,?,,?,,171.582905,42.625328,931,24.3533992767334,15952,SDSSJ112619.89+423731.1,B
219.0,slitB071_SDSSJ112628.52+423535.1t101011,0.356,,0.356,,171.618873,42.59309,147,19.91526985168457,5551,SDSSJ112628.52+423535.1,B
219.0,slitB071_SDSSJ112628.52+423535.1t101011,0.356,,0.356,,171.618873,42.59309,847,19.91526985168457,15730,SDSSJ112628.52+423535.1,B
220.0,slitB072_SDSSJ112628.52+423535.1t101012,0.356,,0.356,,171.618873,42.59309,147,19.91526985168457,5551,SDSSJ112628.52+423535.1,B
220.0,slitB072_SDSSJ112628.52+423535.1t101012,0.356,,0.356,,171.618873,42.59309,847,19.91526985168457,15730,SDSSJ112628.52+423535.1,B
221.0,slitB073_SDSSJ112639.67+423304.7t101013,?,,?,,171.665317,42.551327,481,21.25217056274414,12042,SDSSJ112639.67+423304.7,B
222.0,slitB074_SDSSJ112635.76+423342.5t101014,?,,?,,171.649016,42.561814,27,21.380050659179688,1807,SDSSJ112635.76+423342.5,B
223.0,slitB075_SDSSJ112637.84+423305.8t101015,?,,?,,171.657688,42.551632,30,20.12727928161621,1810,SDSSJ112637.84+423305.8,B
224.0,slitB076_SDSSJ112631.64+423410.5t101016,?,,?,,171.631845,42.569597,1,24.075950622558594,1415,SDSSJ112631.64+423410.5,B
225.0,slitB077_SDSSJ112622.17+423552.7t101017,0,,0,,171.592375,42.597998,121,21.640840530395508,5510,SDSSJ112622.17+423552.7,B
225.0,slitB077_SDSSJ112622.17+423552.7t101017,0,,0,,171.592375,42.597998,821,21.640840530395508,15689,SDSSJ112622.17+423552.7,B
226.0,slitB078_SDSSJ112622.17+423552.7t101018,0,,0,,171.592375,42.597998,121,21.640840530395508,5510,SDSSJ112622.17+423552.7,B
226.0,slitB078_SDSSJ112622.17+423552.7t101018,0,,0,,171.592375,42.597998,821,21.640840530395508,15689,SDSSJ112622.17+423552.7,B
227.0,slitB079_SDSSJ112636.97+423238.9t101019,?,,?,,171.65408,42.544151,37,21.85707092285156,1818,SDSSJ112636.97+423238.9,B
228.0,slitB080_SDSSJ112630.62+423346.3t101020,?,,?,,171.627618,42.562865,35,22.271230697631836,1816,SDSSJ112630.62+423346.3,B
229.0,slitB081_SDSSJ112613.97+423659.6t101021,0.292,,0.358,,171.558223,42.616572,99,21.105180740356445,5464,SDSSJ112613.97+423659.6,B
229.0,slitB081_SDSSJ112613.97+423659.6t101021,0.292,,0.358,,171.558223,42.616572,799,21.105180740356445,15643,SDSSJ112613.97+423659.6,B
230.0,slitB082_SDSSJ112613.97+423659.6t101022,0.292,,0.3575,,171.558223,42.616572,99,21.105180740356445,5464,SDSSJ112613.97+423659.6,B
230.0,slitB082_SDSSJ112613.97+423659.6t101022,0.292,,0.3575,,171.558223,42.616572,799,21.105180740356445,15643,SDSSJ112613.97+423659.6,B
231.0,slitB083_SDSSJ112629.55+423335.5t101023,?,,?,,171.623166,42.559868,17,22.000160217285156,1797,SDSSJ112629.55+423335.5,B
232.0,slitB084_SDSSJ112625.76+423411.7t101024,?,,?,,171.607347,42.569944,128,22.149229049682617,5520,SDSSJ112625.76+423411.7,B
